Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype/variation,GEO_Accession (exp),induction,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study
SRR12580477,ATAC-seq,187,11709494501,PRJNA661214,SAMN16047983,4176467737,HeLa,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9067324,--,GSM4764093,--,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-09-04T00:00:00Z,2020-09-03T10:23:00Z,1,GSM4764093,cervical adenocarcinoma,SRP279950
